Zip Range Start,Zip Range End,Svc Terminal,Direct/Indirect
83285,83287,881,I
83301,83302,881,I
83303,83303,881,D
83311,83314,881,I
83316,83316,881,I
83318,83318,881,I
83320,83321,881,I
83323,83325,881,I
83327,83328,881,I
83330,83330,881,I
83332,83338,881,I
83340,83350,881,I
83352,83353,881,I
83355,83355,881,I
83401,83415,881,I
83420,83423,881,I
83425,83425,881,I
83427,83429,881,I
83431,83431,881,I
83433,83434,881,I
83436,83438,881,I
83440,83440,881,I
83442,83446,881,I
83448,83452,881,I
83454,83455,881,I
83460,83460,881,D
83462,83462,881,I
83464,83469,881,I
83501,83501,871,I
83520,83520,871,I
83522,83526,871,I
83530,83531,871,I
83534,83537,871,I
83539,83541,871,I
83543,83546,871,I
83548,83549,871,I
83551,83555,871,I
83602,83602,881,I
83604,83604,881,I
83605,83607,882,D
83610,83612,881,I
83615,83615,881,I
83616,83617,882,D
83619,83619,882,D
83620,83620,881,I
83622,83624,881,I
83626,83626,882,D
83627,83627,881,I
83628,83628,882,D
83629,83629,881,I
83630,83630,882,D
83631,83631,882,I
83633,83633,882,I
83634,83634,882,D
83635,83635,881,I
83636,83636,882,I
83637,83638,881,I
83639,83639,882,D
83641,83641,881,I
83642,83642,882,D
83643,83643,881,I
83644,83644,882,D
83645,83645,881,I
83647,83648,882,D
83650,83650,881,I
83651,83653,882,D
83654,83654,881,I
83655,83657,882,D
83660,83661,882,D
83666,83666,882,I
83669,83669,882,D
83670,83670,882,I
83672,83672,882,D
83676,83676,882,D
83677,83677,881,I
83680,83680,882,D
83686,83687,882,D
83701,83799,882,D
83801,83806,871,I
83808,83813,871,I
83814,83815,871,D
83821,83827,871,I
83830,83830,871,I
83832,83834,871,I
83835,83835,871,D
83836,83837,871,I
83839,83853,871,I
83854,83854,871,D
83855,83857,871,I
83858,83858,871,D
83860,83862,871,I
83864,83864,871,I
83865,83865,881,I
83866,83873,871,I
83876,83876,871,I
84001,84002,881,I
84003,84004,883,D
84006,84006,881,D
84007,84008,881,I
84010,84011,881,D
84013,84013,881,I
84014,84016,881,D
84017,84018,881,I
84020,84020,881,D
84021,84024,881,I
84025,84025,881,D
84026,84036,881,I
84037,84037,881,D
84038,84039,881,I
84040,84041,881,D
84042,84043,883,D
84044,84044,881,D
84046,84046,881,I
84047,84047,881,D
84049,84050,881,D
84051,84053,881,I
84054,84054,881,D
84055,84055,881,I
84056,84056,881,D
84057,84059,883,D
84060,84060,881,I
84062,84062,883,D
84063,84064,881,I
84065,84065,881,D
84066,84066,881,I
84067,84067,881,D
84068,84069,881,I
84070,84070,881,D
84071,84073,881,I
84074,84075,881,D
84076,84076,881,I
84078,84078,881,I
84080,84080,881,I
84082,84083,881,I
84084,84084,881,D
84085,84086,881,I
84087,84088,881,D
84090,84090,881,D
84092,84095,881,D
84097,84097,883,D
84098,84098,881,D
84101,84170,881,D
84171,84171,881,I
84172,84199,881,D
84301,84301,881,I
84302,84302,881,D
84304,84309,881,D
84310,84313,881,I
84314,84315,881,D
84316,84317,881,I
84318,84318,881,D
84319,84319,881,I
84320,84323,881,D
84325,84325,881,I
84326,84327,881,D
84328,84332,881,I
84333,84333,881,D
84334,84334,881,I
84335,84335,881,D
84336,84336,881,I
84337,84337,881,D
84338,84339,881,I
84340,84341,881,D
84401,84499,881,D
84501,84501,881,I
84510,84513,881,I
84515,84516,881,I
84518,84518,881,I
84520,84523,881,I
84525,84540,881,I
84542,84542,881,I
84601,84606,883,D
84620,84620,881,I
84622,84624,881,I
84626,84626,883,D
84627,84631,881,I
84632,84633,883,D
84634,84640,881,I
84642,84644,881,I
84645,84646,883,D
84647,84647,881,I
84648,84648,883,D
84649,84650,881,I
84651,84651,883,D
84652,84652,881,I
84653,84653,883,D
84654,84654,881,I
84655,84655,883,D
84656,84657,881,I
84660,84660,883,D
84662,84662,881,I
84663,84664,883,D
84665,84665,881,I
84667,84667,881,I
84701,84701,881,I
84710,84720,881,I
84721,84721,881,D
84722,84726,881,I
84728,84731,881,I
84733,84736,881,I
84737,84737,881,D
84738,84742,881,I
84744,84747,881,I
84749,84767,881,I
84770,84771,881,D
84772,84776,881,I
84779,84780,881,I
84781,84782,881,D
84783,84784,881,I
84790,84790,881,D
85001,85075,841,D
85077,85099,841,D
85201,85208,841,D
85210,85217,841,D
85219,85222,841,D
85223,85223,841,I
85224,85228,841,D
85230,85232,841,I
85233,85236,841,D
85237,85237,841,I
85238,85238,842,D
85239,85239,841,I
85241,85241,841,I
85242,85242,841,D
85244,85244,841,D
85245,85245,842,D
85247,85247,841,I
85248,85269,841,D
85272,85273,841,I
85274,85275,841,D
85277,85278,841,D
85279,85279,841,I
85280,85289,841,D
85290,85292,841,I
85296,85296,841,D
85299,85299,841,D
85301,85312,841,D
85318,85318,841,D
85320,85322,841,I
85323,85323,841,D
85324,85325,841,I
85326,85326,841,D
85327,85328,841,I
85329,85329,841,D
85331,85334,841,I
85335,85335,841,D
85336,85336,843,D
85337,85337,841,I
85338,85340,841,D
85341,85344,841,I
85345,85345,841,D
85346,85348,841,I
85349,85350,843,D
85351,85351,841,D
85352,85352,841,I
85353,85353,841,D
85354,85354,841,I
85355,85355,841,D
85356,85357,841,I
85358,85358,841,D
85359,85362,841,I
85363,85363,841,D
85364,85369,843,D
85371,85371,841,I
85373,85376,841,D
85377,85377,841,I
85379,85382,841,D
85390,85390,841,I
85501,85501,841,I
85530,85534,841,I
85536,85536,841,I
85539,85546,841,I
85548,85548,841,I
85550,85553,841,I
85601,85601,841,I
85602,85603,842,D
85605,85605,841,I
85606,85607,842,D
85609,85611,841,I
85613,85617,842,D
85618,85619,841,I
85620,85620,842,D
85621,85621,845,D
85623,85623,842,D
85624,85624,845,D
85625,85627,841,I
85628,85628,845,D
85629,85631,842,D
85632,85633,841,I
85634,85636,842,D
85637,85637,841,I
85638,85638,842,D
85640,85640,845,D
85641,85641,842,D
85643,85644,842,D
85645,85646,841,I
85648,85648,845,D
85652,85654,842,D
85701,85799,842,D
85901,85901,841,I
85911,85911,841,I
85920,85920,841,I
85923,85943,841,I
86001,86004,841,D
86011,86011,841,D
86015,86015,841,I
86017,86018,841,I
86020,86025,841,I
86028,86036,841,I
86038,86040,841,I
86042,86047,841,I
86052,86054,841,I
86301,86303,841,D
86305,86305,841,D
86312,86312,841,D
86313,86313,841,I
86314,86314,841,D
86320,86327,841,I
86329,86342,841,I
86351,86351,841,I
86401,86401,841,D
86402,86404,841,I
86406,86406,841,I
86411,86411,841,I
86413,86413,841,I
86426,86427,841,I
86429,86431,841,I
86432,86432,881,I
86433,86434,841,I
86436,86445,841,I
86502,86508,841,I
86510,86512,841,I
86514,86515,841,I
86535,86535,841,I
86538,86538,841,I
86544,86544,859,I
86549,86549,841,I
86556,86556,841,I
87001,87002,859,D
87004,87004,859,D
87005,87005,859,I
87006,87006,859,D
87007,87008,859,I
87010,87010,859,D
87012,87018,859,I
87020,87021,859,I
87022,87022,859,D
87023,87026,859,I
87029,87029,859,I
87031,87031,859,D
87032,87032,859,I
87034,87036,859,I
87038,87038,859,I
87040,87044,859,I
87045,87045,859,D
87046,87047,859,I
87048,87048,859,D
87049,87052,859,I
87056,87056,859,I
87059,87063,859,I
87068,87068,859,D
87070,87070,859,I
87101,87199,859,D
87301,87301,859,D
87305,87305,859,D
87311,87311,859,I
87313,87313,859,I
87316,87317,859,I
87319,87319,859,I
87321,87323,859,I
87325,87328,859,I
87347,87347,859,I
87357,87357,859,I
87375,87375,859,I
87401,87402,859,D
87410,87410,859,I
87412,87413,859,I
87415,87416,859,I
87417,87417,859,D
87418,87418,859,I
87420,87421,859,I
87455,87455,859,D
87461,87461,859,D
87499,87499,859,D
87501,87509,859,D
87510,87511,859,I
87513,87515,859,I
87519,87524,859,I
87528,87531,859,I
87532,87532,859,D
87533,87533,859,I
87535,87535,859,I
87537,87537,859,I
87538,87538,859,D
87540,87540,859,D
87543,87543,859,I
87544,87545,859,D
87547,87549,859,I
87551,87553,859,I
87556,87558,859,I
87560,87560,859,I
87562,87562,859,I
87564,87567,859,I
87569,87569,859,I
87571,87571,859,I
87573,87575,859,I
87577,87580,859,I
87582,87583,859,I
87701,87701,859,I
87710,87711,859,I
87714,87714,859,I
87718,87718,859,I
87722,87722,859,I
87728,87729,859,I
87731,87734,859,I
87740,87740,859,I
87742,87743,859,I
87745,87747,859,I
87750,87750,859,I
87752,87753,859,I
87801,87801,859,I
87821,87821,859,I
87823,87823,859,I
87824,87824,851,I
87825,87825,859,I
87828,87829,859,I
87830,87830,851,I
87831,87832,859,I
87901,87901,851,I
87930,87933,851,I
87935,87937,851,I
87939,87939,851,I
87940,87940,851,D
87941,87942,851,I
88001,88001,851,D
88002,88002,851,I
88003,88008,851,D
88009,88009,851,I
88011,88012,851,D
88020,88020,851,I
88021,88021,851,D
88022,88022,851,I
88023,88023,851,D
88024,88026,851,I
88027,88027,851,D
88028,88031,851,I
88032,88033,851,D
88034,88034,851,I
88036,88036,851,I
88038,88043,851,I
88044,88044,851,D
88045,88045,851,I
88046,88048,851,D
88049,88049,851,I
88051,88053,851,I
88054,88054,851,D
88055,88055,851,I
88056,88056,851,D
88058,88058,851,D
88059,88059,851,I
88061,88062,851,I
88063,88063,851,D
88065,88065,851,I
88072,88072,851,D
88101,88101,859,D
88103,88103,859,D
88112,88112,859,I
88115,88116,859,I
88119,88122,859,I
88124,88126,859,I
88130,88130,859,I
88133,88135,859,I
88201,88203,859,D
88210,88211,859,I
88213,88213,859,I
88220,88220,859,I
88230,88232,859,I
88240,88242,859,D
88251,88256,859,I
88260,88260,859,I
88262,88262,859,I
88264,88268,859,I
88301,88301,851,I
88310,88310,851,D
88312,88312,851,I
88314,88314,859,I
88316,88316,859,I
88317,88317,851,I
88318,88318,859,I
88321,88321,859,I
88323,88325,859,I
88330,88330,851,I
88336,88336,859,I
88337,88337,851,I
88338,88340,859,I
88341,88342,851,I
88343,88346,859,I
88347,88347,851,I
88348,88349,859,I
88351,88351,859,I
88352,88352,851,I
88353,88353,859,I
88401,88401,859,I
88410,88411,859,I
88414,88418,859,I
88421,88421,859,I
88423,88423,859,I
88426,88427,859,I
88431,88431,859,I
88434,88436,859,I
89001,89001,881,I
89003,89003,881,I
89004,89006,818,D
89007,89008,881,I
89009,89009,818,D
89010,89010,819,I
89011,89012,818,D
89013,89013,881,I
89014,89015,818,D
89017,89018,881,I
89019,89019,818,D
89020,89021,881,I
89022,89022,819,I
89023,89025,881,I
89027,89027,881,I
89028,89029,841,I
89030,89033,818,D
89036,89036,818,D
89040,89043,881,I
89045,89045,819,I
89046,89046,818,I
89047,89048,881,I
89049,89049,819,I
89052,89052,818,D
89060,89060,881,I
89074,89074,818,D
89101,89191,818,D
89193,89193,818,D
89195,89195,818,D
89199,89199,818,D
89301,89301,819,D
89310,89311,819,I
89314,89314,819,I
89315,89317,819,D
89318,89318,881,I
89319,89319,819,D
89341,89341,819,D
89402,89403,819,D
89405,89416,819,D
89418,89427,819,D
89428,89428,819,I
89429,89440,819,D
89442,89442,819,D
89444,89445,819,D
89447,89452,819,D
89496,89496,819,D
89501,89599,819,D
89701,89706,819,D
89710,89714,819,D
89721,89721,819,D
89801,89803,819,D
89815,89815,819,D
89820,89822,819,D
89823,89823,881,I
89826,89826,819,D
89828,89828,819,D
89830,89833,819,D
89835,89835,819,D
89883,89883,881,I
90001,90099,821,D
90201,90202,821,D
90209,90215,821,D
90220,90222,821,D
90223,90224,828,D
90230,90233,821,D
90240,90242,821,D
90245,90245,821,D
90247,90251,821,D
90254,90255,821,D
90260,90262,821,D
90264,90265,821,D
90266,90266,828,D
90270,90270,821,D
90272,90272,821,D
90274,90275,828,D
90277,90278,828,D
90280,90280,821,D
90290,90290,827,D
90291,90293,821,D
90295,90295,821,D
90301,90399,821,D
90401,90499,821,D
90501,90599,828,D
90601,90612,821,D
90620,90624,825,D
90630,90630,825,D
90631,90632,821,D
90637,90638,821,D
90640,90640,821,D
90650,90651,821,D
90660,90661,821,D
90670,90670,821,D
90680,90680,825,D
90701,90703,828,D
90704,90704,828,I
90706,90706,828,D
90710,90710,828,D
90712,90715,828,D
90716,90716,825,D
90717,90717,828,D
90720,90721,825,D
90723,90723,828,D
90731,90734,828,D
90740,90740,825,D
90742,90743,825,D
90744,90749,828,D
90755,90755,828,D
90770,90770,828,D
90795,90795,828,D
90801,90899,828,D
91001,91001,821,D
91003,91003,827,D
91006,91007,821,D
91010,91010,821,D
91011,91012,827,D
91016,91016,821,D
91020,91021,827,D
91023,91023,827,I
91024,91025,821,D
91030,91031,821,D
91040,91040,827,D
91042,91043,827,D
91046,91046,827,D
91066,91066,821,D
91101,91199,821,D
91201,91299,827,D
91301,91307,827,D
91309,91311,827,D
91313,91313,827,D
91316,91316,827,D
91320,91320,823,D
91321,91331,827,D
91335,91335,827,D
91340,91346,827,D
91350,91356,827,D
91360,91363,823,D
91364,91371,827,D
91377,91377,823,D
91380,91381,827,D
91383,91385,827,D
91392,91392,827,D
91401,91436,827,D
91438,91499,827,D
91501,91503,827,D
91504,91504,821,D
91505,91599,827,D
91601,91699,827,D
91701,91701,830,D
91702,91702,833,D
91706,91706,821,D
91708,91711,833,D
91715,91715,821,D
91718,91720,830,D
91722,91723,833,D
91724,91724,821,D
91729,91730,830,D
91731,91735,821,D
91737,91737,830,D
91739,91739,830,D
91740,91741,833,D
91743,91749,821,D
91750,91750,833,D
91752,91752,830,D
91754,91755,821,D
91759,91759,833,I
91760,91764,830,D
91765,91766,833,D
91767,91767,830,D
91768,91769,833,D
91770,91770,821,D
91773,91773,833,D
91775,91778,821,D
91780,91780,821,D
91784,91786,833,D
91788,91793,833,D
91801,91803,821,D
91901,91901,838,D
91902,91902,839,D
91905,91906,838,I
91908,91915,839,D
91916,91917,838,I
91931,91931,838,I
91932,91933,839,D
91934,91934,838,I
91935,91935,838,D
91941,91945,838,D
91947,91947,838,D
91948,91948,838,I
91950,91951,839,D
91962,91963,838,I
91977,91978,838,D
91980,91980,838,I
92002,92002,839,D
92003,92003,837,D
92004,92004,838,I
92007,92009,837,D
92010,92012,839,D
92013,92014,837,D
92018,92018,837,D
92019,92022,838,D
92024,92029,837,D
92032,92032,839,D
92033,92033,837,D
92036,92036,838,I
92037,92038,838,D
92040,92041,838,D
92045,92045,838,D
92046,92046,837,D
92047,92047,839,D
92049,92049,837,D
92050,92050,839,D
92052,92052,837,D
92054,92057,837,D
92059,92061,837,I
92064,92065,837,D
92067,92069,837,D
92070,92070,838,I
92071,92072,838,D
92073,92073,839,D
92075,92075,837,D
92077,92077,838,D
92078,92079,837,D
92082,92085,837,D
92086,92086,838,I
92088,92088,837,D
92091,92091,837,D
92093,92093,838,D
92101,92126,838,D
92127,92130,837,D
92131,92142,838,D
92143,92143,839,D
92144,92152,838,D
92153,92154,839,D
92155,92172,838,D
92173,92173,839,D
92174,92178,838,D
92179,92179,839,D
92180,92198,838,D
92199,92199,837,D
92201,92201,830,D
92203,92203,830,D
92210,92211,830,D
92220,92220,830,D
92222,92222,843,D
92223,92223,830,D
92225,92225,841,I
92227,92227,843,D
92230,92230,830,D
92231,92233,843,D
92234,92236,830,D
92239,92239,841,I
92240,92241,830,D
92242,92242,841,I
92243,92243,843,D
92249,92251,843,D
92252,92253,830,D
92254,92254,830,I
92255,92256,830,D
92257,92257,830,I
92258,92258,830,D
92259,92259,838,I
92260,92264,830,D
92266,92267,841,I
92269,92269,843,D
92270,92270,830,D
92273,92273,843,D
92274,92274,830,I
92275,92275,838,I
92276,92278,830,D
92280,92280,841,I
92281,92281,843,D
92282,92283,830,D
92284,92286,830,I
92301,92301,820,D
92304,92305,830,I
92306,92306,837,I
92307,92308,820,D
92309,92309,830,I
92310,92312,820,D
92313,92313,830,D
92314,92315,830,I
92316,92316,830,D
92317,92317,830,I
92318,92318,830,D
92320,92320,830,D
92321,92322,830,I
92324,92324,830,D
92325,92328,830,I
92333,92333,830,I
92334,92337,830,D
92338,92339,830,I
92340,92340,820,D
92341,92341,830,I
92342,92342,820,D
92343,92343,830,D
92345,92345,820,D
92346,92346,830,D
92347,92347,820,D
92351,92352,830,I
92353,92354,830,D
92356,92356,820,D
92358,92360,830,D
92363,92363,841,I
92364,92364,818,I
92365,92365,830,D
92366,92366,830,I
92368,92368,820,D
92369,92369,830,D
92371,92372,820,D
92373,92377,830,D
92378,92378,830,I
92382,92382,830,I
92383,92383,830,D
92385,92386,830,I
92388,92388,830,D
92390,92390,830,D
92391,92391,830,I
92392,92394,820,D
92397,92398,830,I
92399,92399,830,D
92401,92499,830,D
92501,92548,830,D
92549,92549,830,I
92550,92560,830,D
92561,92561,830,I
92562,92579,830,D
92581,92599,830,D
92601,92604,825,D
92606,92607,825,D
92610,92610,825,D
92612,92612,825,D
92614,92614,825,D
92616,92616,825,D
92618,92620,825,D
92621,92622,833,D
92623,92634,825,D
92635,92635,833,D
92640,92663,825,D
92665,92665,825,D
92667,92667,825,D
92670,92670,825,D
92672,92680,825,D
92683,92684,825,D
92686,92688,825,D
92690,92694,825,D
92697,92698,825,D
92701,92711,825,D
92713,92718,825,D
92720,92720,825,D
92725,92725,825,D
92728,92728,825,D
92730,92730,825,D
92765,92765,825,D
92767,92767,825,D
92780,92782,825,D
92799,92799,825,D
92801,92808,825,D
92811,92811,825,D
92816,92816,825,D
92821,92823,833,D
92825,92825,825,D
92831,92834,825,D
92835,92835,833,D
92836,92837,825,D
92838,92838,833,D
92840,92846,825,D
92850,92850,825,D
92856,92857,825,D
92859,92859,825,D
92860,92860,830,D
92861,92871,825,D
92879,92883,830,D
92885,92887,825,D
93001,93007,823,D
93010,93013,823,D
93015,93015,823,D
93020,93024,823,D
93030,93043,823,D
93060,93061,823,D
93062,93065,827,D
93066,93067,823,D
93101,93199,823,D
93201,93201,814,I
93202,93202,814,D
93203,93203,822,D
93204,93204,814,I
93205,93208,822,D
93210,93210,814,I
93212,93212,814,D
93215,93215,822,D
93217,93220,822,D
93221,93221,814,D
93222,93222,822,D
93223,93223,814,I
93224,93226,822,D
93227,93227,814,D
93230,93230,814,D
93232,93232,814,D
93234,93235,814,I
93238,93238,822,D
93239,93239,814,I
93240,93241,822,D
93242,93242,814,I
93243,93243,822,D
93244,93244,814,I
93245,93247,814,D
93249,93252,822,D
93254,93255,822,D
93256,93256,821,D
93257,93258,822,D
93261,93261,822,D
93262,93262,814,I
93263,93263,822,D
93265,93265,822,D
93266,93267,814,I
93268,93268,822,D
93270,93270,822,D
93271,93271,814,I
93272,93272,822,D
93274,93275,814,D
93276,93276,822,D
93277,93279,814,D
93280,93280,822,D
93282,93282,814,I
93283,93283,822,D
93285,93285,822,D
93286,93286,814,I
93291,93292,814,D
93301,93399,822,D
93401,93403,822,D
93405,93409,822,D
93412,93412,822,D
93420,93420,822,D
93422,93424,822,D
93426,93426,822,D
93427,93427,823,D
93428,93428,822,I
93429,93430,822,D
93432,93434,822,D
93436,93438,823,D
93440,93441,823,D
93442,93442,822,D
93444,93449,822,D
93450,93450,807,I
93451,93451,822,D
93452,93452,822,I
93453,93456,822,D
93458,93458,822,D
93460,93460,823,D
93461,93461,822,D
93463,93464,823,D
93465,93465,822,D
93501,93501,820,D
93505,93505,830,I
93510,93510,830,I
93512,93514,819,I
93516,93516,820,D
93517,93517,819,I
93518,93518,822,I
93519,93519,830,I
93522,93522,830,I
93523,93524,820,D
93526,93526,819,I
93527,93528,830,I
93529,93529,819,I
93531,93531,822,D
93532,93532,830,I
93534,93539,820,D
93541,93541,819,I
93542,93542,830,I
93543,93543,820,D
93544,93544,830,I
93545,93545,819,D
93546,93546,819,I
93548,93548,822,D
93549,93549,830,I
93550,93553,820,D
93554,93554,830,I
93555,93555,820,I
93558,93558,830,I
93560,93560,820,D
93561,93561,822,D
93562,93563,830,I
93581,93581,822,D
93591,93591,820,D
93599,93599,820,D
93601,93605,814,I
93606,93606,814,D
93607,93608,814,I
93609,93613,814,D
93614,93614,814,I
93615,93616,814,D
93618,93618,814,D
93620,93624,814,I
93625,93625,814,D
93626,93626,814,I
93627,93627,814,D
93628,93628,814,I
93630,93631,814,D
93633,93634,814,I
93635,93635,813,D
93637,93638,814,D
93640,93641,814,I
93643,93647,814,I
93648,93648,814,D
93649,93649,814,I
93650,93650,814,D
93651,93651,814,I
93652,93652,814,D
93653,93653,814,I
93654,93654,814,D
93656,93657,814,D
93660,93661,814,I
93662,93662,814,D
93664,93668,814,I
93669,93669,814,D
93670,93670,814,I
93673,93673,814,D
93675,93675,814,I
93701,93799,814,D
93901,93917,807,D
93920,93920,807,I
93921,93927,807,D
93928,93928,807,I
93930,93930,807,D
93932,93932,807,I
93933,93933,807,D
93940,93944,807,D
93950,93950,807,D
93953,93955,807,D
93960,93960,807,D
93962,93962,807,D
94002,94002,810,D
94005,94005,810,D
94010,94011,810,D
94014,94015,810,D
94018,94021,810,D
94022,94024,812,D
94025,94025,810,D
94027,94028,812,D
94030,94030,810,D
94035,94035,812,D
94037,94038,810,D
94039,94043,812,D
94044,94044,810,D
94060,94066,810,D
94070,94070,810,D
94074,94074,810,D
94080,94080,810,D
94083,94083,810,D
94085,94089,812,D
94101,94199,810,D
94203,94299,809,D
94301,94306,812,D
94309,94309,812,D
94401,94499,810,D
94501,94502,811,D
94503,94503,806,D
94506,94507,806,D
94508,94508,805,D
94509,94510,806,D
94511,94512,809,I
94513,94513,806,D
94514,94514,813,D
94515,94515,805,D
94516,94528,806,D
94530,94530,811,D
94531,94531,806,D
94533,94535,809,D
94536,94539,812,D
94540,94546,811,D
94547,94549,806,D
94550,94552,811,D
94553,94553,806,D
94555,94555,812,D
94556,94556,806,D
94557,94557,811,D
94558,94559,806,D
94560,94560,812,D
94561,94561,806,D
94562,94562,805,D
94563,94565,806,D
94566,94566,811,D
94567,94567,805,I
94568,94568,811,D
94569,94569,806,D
94571,94571,809,I
94572,94572,806,D
94573,94574,805,D
94575,94575,806,D
94576,94576,805,D
94577,94580,811,D
94583,94583,806,D
94585,94585,806,D
