Zip Range Start,Zip Range End,Svc Terminal,Direct/Indirect
48075,48076,261,D
48077,48084,262,D
48086,48086,261,D
48087,48087,262,D
48089,48094,262,D
48095,48095,264,D
48096,48099,262,D
48101,48101,261,D
48103,48109,266,D
48110,48110,251,D
48111,48111,261,D
48113,48114,266,D
48115,48115,267,D
48116,48116,266,D
48117,48117,261,D
48118,48118,266,D
48120,48128,261,D
48130,48130,266,D
48131,48131,251,D
48133,48133,251,D
48134,48135,261,D
48137,48137,267,D
48138,48138,261,D
48139,48139,266,D
48140,48140,251,D
48141,48141,261,D
48143,48143,266,D
48144,48145,251,D
48146,48146,261,D
48150,48154,261,D
48157,48157,251,D
48158,48158,267,D
48159,48159,251,D
48160,48160,266,D
48161,48162,251,D
48164,48164,261,D
48165,48165,266,D
48166,48166,251,D
48167,48167,266,D
48169,48170,266,D
48173,48174,261,D
48175,48176,266,D
48178,48178,266,D
48179,48180,261,D
48182,48182,251,D
48183,48188,261,D
48189,48191,266,D
48192,48192,261,D
48195,48195,261,D
48197,48198,266,D
48201,48250,261,D
48264,48264,261,D
48267,48267,261,D
48301,48304,264,D
48306,48309,264,D
48310,48318,262,D
48320,48330,264,D
48331,48332,261,D
48334,48336,261,D
48340,48343,264,D
48346,48348,264,D
48350,48350,264,D
48353,48353,266,D
48356,48357,266,D
48359,48363,264,D
48366,48367,264,D
48370,48371,264,D
48374,48377,266,D
48380,48383,266,D
48386,48387,266,D
48390,48390,266,D
48393,48393,266,D
48397,48397,262,D
48401,48401,281,D
48410,48410,281,D
48411,48411,264,D
48412,48412,262,D
48413,48413,281,D
48414,48414,265,D
48415,48415,263,D
48416,48416,281,D
48417,48417,263,D
48418,48418,265,I
48419,48419,281,D
48420,48420,263,D
48421,48422,281,D
48423,48423,264,D
48426,48427,281,D
48428,48428,262,D
48429,48429,265,D
48430,48430,264,D
48432,48432,281,D
48433,48433,264,D
48434,48435,281,D
48436,48440,264,D
48441,48441,281,D
48442,48442,264,D
48444,48444,262,D
48445,48445,281,D
48446,48446,264,D
48448,48448,264,D
48449,48449,265,I
48450,48450,281,D
48451,48451,264,D
48452,48452,262,D
48453,48454,281,D
48455,48455,264,D
48456,48456,281,D
48457,48457,263,D
48458,48458,264,D
48460,48460,263,D
48461,48461,281,D
48462,48462,264,D
48463,48463,263,D
48464,48472,281,D
48473,48473,264,D
48475,48475,281,D
48476,48476,265,D
48501,48507,264,D
48508,48508,263,D
48509,48599,264,D
48601,48612,263,D
48613,48613,263,I
48614,48618,263,D
48619,48619,270,I
48620,48620,263,I
48621,48621,270,I
48622,48623,263,D
48624,48625,263,I
48626,48626,263,D
48627,48627,288,D
48628,48628,263,D
48629,48630,288,D
48631,48631,263,D
48632,48632,288,D
48633,48633,263,I
48634,48634,263,D
48635,48636,270,I
48637,48637,263,D
48640,48642,263,D
48647,48647,270,I
48649,48650,263,D
48651,48651,288,D
48652,48652,263,I
48653,48653,288,D
48654,48654,270,I
48655,48655,263,D
48656,48656,288,D
48657,48659,263,D
48661,48662,263,D
48686,48686,263,D
48701,48701,281,D
48703,48703,263,D
48705,48705,270,D
48706,48708,263,D
48710,48710,263,D
48720,48720,281,D
48721,48721,270,D
48722,48722,263,D
48723,48723,281,D
48724,48724,263,D
48725,48727,281,D
48728,48728,270,D
48729,48729,281,D
48730,48730,270,D
48731,48731,281,D
48732,48734,263,D
48735,48735,281,D
48736,48736,263,D
48737,48737,270,I
48738,48738,270,D
48739,48739,270,I
48740,48740,270,D
48741,48741,281,D
48742,48742,270,D
48743,48743,270,I
48744,48744,281,D
48745,48745,270,D
48746,48747,263,D
48748,48748,263,I
48749,48749,263,D
48750,48750,270,D
48753,48753,270,D
48754,48755,281,D
48756,48756,263,I
48757,48758,263,D
48759,48760,281,D
48761,48761,270,I
48762,48763,270,D
48765,48766,263,I
48767,48767,281,D
48768,48769,263,D
48770,48770,263,I
48801,48801,263,D
48804,48804,263,D
48805,48806,265,D
48807,48807,265,I
48808,48808,265,D
48809,48809,272,D
48810,48810,265,I
48811,48811,265,D
48812,48812,263,D
48813,48813,265,D
48815,48815,272,D
48816,48816,265,I
48817,48817,265,D
48818,48818,263,D
48819,48824,265,D
48827,48827,265,D
48829,48829,263,D
48830,48830,263,I
48831,48831,265,D
48832,48832,263,D
48833,48833,265,D
48834,48834,272,D
48835,48835,265,D
48836,48836,266,D
48837,48837,265,D
48838,48838,272,D
48840,48840,265,D
48841,48841,265,I
48842,48842,265,D
48843,48844,266,D
48845,48845,265,I
48846,48846,265,D
48847,48847,263,D
48848,48848,265,D
48849,48849,272,D
48850,48850,263,D
48851,48851,265,D
48852,48852,263,D
48853,48854,265,D
48856,48856,265,I
48857,48857,265,D
48858,48859,263,D
48860,48861,265,D
48862,48862,263,D
48863,48863,265,I
48864,48864,265,D
48865,48865,272,D
48866,48867,265,D
48870,48871,265,I
48872,48873,265,D
48874,48874,265,I
48875,48876,265,D
48877,48878,263,D
48879,48879,265,D
48880,48880,263,D
48881,48881,272,D
48882,48882,265,D
48883,48884,263,D
48885,48885,272,I
48886,48886,263,D
48888,48889,263,D
48890,48890,265,D
48891,48891,263,D
48892,48892,265,D
48893,48893,263,D
48894,48895,265,D
48896,48896,263,D
48897,48897,265,I
48901,48999,265,D
49001,49020,271,D
49021,49021,265,I
49022,49023,312,D
49024,49024,271,D
49026,49027,271,D
49028,49030,260,D
49031,49031,312,D
49032,49032,260,D
49033,49035,271,D
49036,49036,260,D
49038,49039,312,D
49040,49040,260,D
49041,49041,271,D
49042,49043,312,D
49045,49046,271,D
49047,49047,312,D
49048,49048,271,D
49050,49053,271,D
49055,49055,271,D
49056,49057,312,D
49058,49058,271,D
49060,49060,271,D
49061,49061,312,D
49062,49062,271,D
49063,49063,312,D
49064,49065,271,D
49066,49066,260,D
49067,49067,312,D
49068,49068,267,D
49070,49071,271,D
49072,49072,260,D
49073,49074,271,D
49075,49075,260,D
49076,49076,265,D
49077,49081,271,D
49082,49082,260,D
49083,49083,271,D
49084,49085,312,D
49087,49088,271,D
49089,49089,260,D
49090,49090,272,D
49091,49092,260,D
49093,49093,312,D
49094,49094,260,D
49095,49095,312,D
49096,49096,271,I
49097,49097,271,D
49098,49099,312,D
49101,49104,312,D
49106,49107,312,D
49111,49117,312,D
49119,49120,312,D
49125,49130,312,D
49201,49204,267,D
49220,49220,267,D
49221,49221,251,D
49224,49224,267,D
49227,49227,260,D
49228,49228,251,D
49229,49230,267,D
49231,49231,251,D
49232,49232,260,D
49233,49237,267,D
49238,49238,251,D
49239,49239,259,D
49240,49242,267,D
49245,49247,267,D
49248,49248,259,D
49249,49254,267,D
49255,49255,260,D
49256,49256,259,D
49257,49259,267,D
49261,49266,267,D
49267,49268,251,D
49269,49269,267,D
49270,49270,251,D
49271,49273,267,D
49274,49274,260,D
49275,49275,267,D
49276,49276,251,D
49277,49278,267,D
49279,49279,259,D
49280,49280,251,D
49281,49287,267,D
49288,49289,259,D
49301,49302,272,D
49303,49303,273,D
49304,49305,288,D
49306,49306,272,D
49307,49307,288,D
49309,49309,273,D
49310,49310,263,D
49311,49311,272,D
49312,49313,273,D
49314,49317,272,D
49318,49318,273,D
49319,49319,272,D
49320,49320,288,D
49321,49323,272,D
49325,49325,272,D
49326,49326,272,I
49327,49327,273,D
49328,49328,271,D
49329,49331,272,D
49332,49332,288,D
49333,49333,271,D
49335,49336,272,D
49337,49337,273,D
49338,49338,288,D
49339,49339,272,D
49340,49340,263,D
49341,49341,272,D
49342,49342,288,D
49343,49343,272,D
49344,49344,271,D
49345,49345,272,D
49346,49346,288,D
49347,49347,272,I
49348,49348,272,D
49349,49349,273,D
49401,49401,272,D
49402,49402,273,D
49403,49404,272,D
49405,49405,273,D
49406,49406,272,D
49408,49408,271,D
49409,49409,273,D
49410,49411,288,D
49412,49413,273,D
49415,49415,273,D
49416,49416,272,D
49417,49417,273,D
49418,49419,272,D
49420,49421,273,D
49422,49424,272,D
49425,49425,273,D
49426,49430,272,D
49431,49431,273,D
49434,49435,272,D
49436,49437,273,D
49440,49446,273,D
49448,49449,273,D
49450,49450,271,D
49451,49452,273,D
49453,49453,272,D
49454,49461,273,D
49464,49464,272,D
49468,49468,272,D
49501,49599,272,D
49601,49601,288,D
49610,49610,288,D
49611,49611,284,D
49612,49621,288,D
49622,49622,284,D
49623,49623,288,D
49625,49626,288,D
49627,49627,284,D
49628,49640,288,D
49642,49642,273,D
49643,49646,288,D
49648,49651,288,D
49653,49657,288,D
49659,49660,288,D
49663,49668,288,D
49670,49670,288,D
49673,49677,288,D
49679,49680,288,D
49682,49686,288,D
49688,49690,288,D
49696,49696,288,D
49701,49701,284,D
49705,49706,284,D
49707,49707,270,D
49709,49709,270,D
49710,49713,284,D
49715,49717,284,D
49718,49718,284,I
49719,49722,284,D
49723,49723,284,I
49724,49730,284,D
49732,49733,284,D
49735,49736,284,D
49737,49737,284,I
49738,49740,284,D
49743,49744,270,D
49745,49745,284,D
49746,49747,270,D
49748,49749,284,D
49751,49751,284,I
49752,49752,284,D
49753,49753,270,D
49755,49755,284,D
49756,49756,270,D
49757,49757,284,D
49759,49759,270,I
49760,49762,284,D
49763,49763,270,I
49764,49765,284,D
49766,49766,270,D
49768,49770,284,D
49774,49774,284,D
49776,49777,270,D
49778,49778,284,D
49779,49779,270,D
49780,49783,284,D
49786,49786,284,D
49788,49788,284,D
49790,49793,284,D
49795,49797,284,D
49799,49799,284,D
49801,49802,337,D
49805,49806,392,D
49807,49807,337,D
49808,49808,392,D
49812,49812,337,D
49813,49822,392,D
49825,49827,392,D
49829,49829,337,D
49831,49831,392,D
49833,49836,392,D
49837,49837,337,D
49838,49841,392,D
49843,49843,392,D
49845,49845,337,D
49847,49847,337,D
49848,49849,392,D
49852,49855,392,D
49858,49858,337,D
49861,49864,392,D
49866,49866,392,D
49868,49869,392,D
49870,49870,337,D
49871,49873,392,D
49874,49874,337,D
49875,49875,392,D
49876,49876,337,D
49877,49877,392,D
49878,49878,337,D
49879,49881,392,D
49883,49886,392,D
49887,49887,337,D
49889,49891,392,D
49892,49894,337,D
49895,49895,392,D
49896,49896,337,D
49901,49903,392,D
49905,49905,392,D
49908,49913,392,D
49915,49925,392,D
49927,49931,392,D
49934,49935,392,D
49938,49938,392,D
49942,49948,392,D
49950,49950,392,D
49953,49953,392,D
49955,49955,392,D
49958,49965,392,D
49967,49972,392,D
50001,50001,371,D
50002,50002,381,D
50003,50003,375,D
50005,50006,376,D
50007,50007,375,D
50008,50008,386,D
50009,50010,375,D
50014,50014,375,D
50020,50020,371,D
50021,50021,375,D
50022,50022,381,D
50025,50025,381,D
50026,50029,371,D
50030,50030,375,D
50031,50032,371,D
50034,50034,371,D
50035,50036,375,D
50038,50039,375,D
50040,50043,371,D
50044,50044,386,D
50046,50047,375,D
50048,50048,371,D
50049,50049,386,D
50050,50052,371,D
50053,50056,375,D
50057,50057,386,D
50058,50058,371,D
50060,50060,386,D
50061,50064,371,D
50065,50065,375,D
50066,50067,371,D
50068,50068,375,D
50069,50072,371,D
50073,50074,375,D
50075,50076,371,D
50078,50078,371,D
50101,50103,371,D
50104,50104,386,D
50105,50105,375,D
50106,50106,371,D
50107,50107,375,D
50108,50108,371,D
50109,50109,375,D
50110,50110,371,D
50111,50111,375,D
50112,50112,376,D
50115,50115,375,D
50116,50116,386,D
50118,50118,371,D
50119,50119,386,D
50120,50120,371,D
50122,50123,371,D
50124,50125,375,D
50126,50126,376,D
50127,50128,371,D
50129,50131,375,D
50133,50133,371,D
50134,50134,375,D
50135,50135,376,D
50136,50137,371,D
50138,50138,386,D
50139,50139,371,D
50140,50140,375,D
50141,50141,371,D
50142,50142,376,D
50143,50143,386,D
50144,50144,375,D
50145,50145,371,D
50146,50146,375,D
50147,50148,371,D
50149,50149,375,D
50150,50150,386,D
50151,50152,371,D
50153,50153,376,D
50154,50155,371,D
50156,50156,375,D
50157,50158,376,D
50160,50160,375,D
50161,50164,371,D
50165,50165,386,D
50166,50166,371,D
50167,50167,375,D
50169,50169,375,D
50170,50170,371,D
50171,50171,376,D
50173,50173,371,D
50174,50174,375,D
50201,50201,375,D
50206,50206,376,D
50207,50207,386,D
50208,50208,376,D
50210,50213,375,D
50214,50214,371,D
50216,50218,371,D
50219,50219,386,D
50220,50220,375,D
50222,50222,371,D
50225,50225,371,D
50226,50226,375,D
50228,50235,371,D
50236,50237,375,D
50238,50238,386,D
50239,50243,371,D
50244,50244,375,D
50246,50246,371,D
50247,50247,376,D
50248,50248,375,D
50249,50250,371,D
50251,50251,376,D
50252,50252,375,D
50254,50254,375,D
50255,50255,371,D
50256,50256,386,D
50257,50257,371,D
50258,50258,376,D
50259,50259,371,D
50261,50263,375,D
50265,50266,375,D
50268,50268,386,D
50269,50269,371,D
50271,50271,371,D
50273,50273,375,D
50275,50275,371,D
50276,50276,375,D
50277,50278,371,D
50301,50399,375,D
50401,50402,389,D
50420,50420,371,D
50421,50421,389,D
50423,50423,389,D
50424,50424,371,D
50426,50427,371,D
50428,50428,389,D
50430,50430,381,D
50431,50432,389,D
50433,50433,371,D
50434,50436,389,D
50438,50438,389,D
50439,50440,371,D
50441,50441,389,D
50444,50444,389,D
50446,50446,371,D
50447,50450,389,D
50451,50451,381,D
50452,50453,389,D
50454,50455,371,D
50456,50459,389,D
50460,50460,371,D
50461,50461,389,D
50464,50464,371,D
50465,50465,381,D
50466,50467,389,D
50468,50470,371,D
50471,50472,389,D
50473,50473,371,D
50475,50477,389,D
50478,50478,371,D
50479,50479,389,D
50480,50480,381,D
50481,50481,371,D
50482,50482,389,D
50483,50483,381,D
50484,50484,389,D
50501,50501,371,D
50510,50510,381,D
50511,50511,389,D
50514,50514,936,D
50516,50516,371,D
50517,50517,381,D
50518,50518,371,D
50519,50519,381,D
50520,50521,371,D
50522,50522,381,D
50523,50524,371,D
50525,50525,389,D
50527,50528,381,D
50529,50530,371,D
50531,50531,381,D
50532,50532,371,D
50533,50533,389,D
50535,50535,381,D
50536,50536,936,D
50538,50538,371,D
50539,50539,381,D
50540,50541,371,D
50542,50542,389,D
50543,50544,371,D
50546,50546,381,D
50548,50548,371,D
50552,50552,371,D
50554,50554,381,D
50556,50556,381,D
50557,50557,371,D
50558,50558,381,D
50559,50559,389,D
50560,50562,381,D
50563,50563,371,D
50565,50565,381,D
50566,50566,371,D
50567,50568,381,D
50569,50571,371,D
50574,50574,371,D
50575,50578,381,D
50579,50579,371,D
50581,50581,381,D
50582,50582,371,D
50583,50583,381,D
50585,50585,381,D
50586,50586,371,D
50588,50588,381,D
50590,50590,381,D
50591,50591,371,D
50592,50592,381,D
50594,50595,371,D
50597,50597,381,D
50598,50598,389,D
50599,50599,371,D
50601,50601,376,D
50602,50606,371,D
50607,50607,378,D
50608,50608,371,D
50609,50609,376,D
50611,50611,371,D
50612,50613,378,D
50616,50616,389,D
50619,50619,378,D
50620,50620,371,D
50621,50621,376,D
50622,50624,378,D
50625,50625,371,D
50626,50626,378,D
50627,50627,376,D
50628,50628,371,D
50629,50631,378,D
50632,50633,371,D
50634,50634,378,D
50635,50635,376,D
50636,50636,371,D
50637,50638,376,D
50640,50640,371,D
50641,50641,378,D
50642,50642,371,D
50643,50644,378,D
50645,50645,371,D
50647,50648,378,D
50650,50651,378,D
50652,50653,371,D
50654,50654,382,D
50655,50655,378,D
50657,50657,376,D
50658,50660,378,D
50661,50661,371,D
50662,50662,378,D
50664,50665,378,D
50666,50666,371,D
50667,50671,378,D
50672,50672,376,D
50673,50674,378,D
50675,50675,371,D
50676,50677,378,D
50680,50680,376,D
50681,50682,378,D
50701,50799,378,D
50801,50801,375,D
50830,50831,371,D
50833,50833,371,D
50835,50837,371,D
50840,50840,371,D
50841,50841,375,D
50843,50843,371,D
50844,50844,375,D
50845,50846,371,D
50848,50849,371,D
50850,50850,375,D
50851,50853,371,D
50854,50854,381,D
50858,50858,371,D
50859,50859,375,D
50860,50860,371,D
50861,50862,375,D
50863,50863,371,D
50864,50864,381,D
51001,51001,860,D
51002,51002,381,D
51003,51003,860,D
51004,51005,381,D
51006,51007,860,D
51008,51012,381,D
51014,51017,381,D
51018,51018,860,D
51019,51019,371,D
51020,51020,381,D
51022,51022,381,D
51023,51025,860,D
51026,51027,381,D
51028,51028,860,D
51029,51029,381,D
51030,51031,860,D
51033,51033,371,D
51034,51034,381,D
51035,51035,860,D
51036,51037,381,D
51038,51039,860,D
51040,51040,381,D
51041,51041,860,D
51044,51049,381,D
51050,51050,860,D
51051,51051,371,D
51052,51053,381,D
51054,51054,860,D
51055,51063,381,D
51101,51199,860,D
51201,51201,381,D
51230,51232,381,D
51234,51235,381,D
51237,51238,381,D
51239,51239,860,D
51240,51240,381,D
51241,51241,861,D
51242,51246,381,D
51247,51247,860,D
51248,51249,381,D
51250,51250,860,D
51301,51301,936,D
51330,51330,381,D
51331,51331,936,D
51333,51334,936,D
51338,51338,381,D
51340,51342,381,D
51343,51343,371,D
51344,51344,381,D
51345,51345,371,D
51346,51346,381,D
51347,51347,936,D
51349,51350,381,D
51351,51351,936,D
51354,51354,381,D
51355,51355,936,D
51357,51358,381,D
51360,51360,936,D
51363,51363,936,D
51364,51366,381,D
51401,51401,371,D
51430,51430,371,D
51431,51431,381,D
51432,51432,371,D
51433,51433,381,D
51436,51436,381,D
51437,51437,371,D
51439,51440,371,D
51441,51441,375,D
51442,51442,381,D
51443,51443,375,D
51444,51444,371,D
51445,51445,860,D
51446,51447,371,D
51448,51448,381,D
51449,51449,371,D
51450,51450,381,D
51451,51451,371,D
51452,51452,375,D
51453,51453,371,D
51454,51454,381,D
51455,51455,375,D
51458,51458,381,D
51459,51460,371,D
51461,51461,381,D
51462,51462,375,D
51463,51463,371,D
51465,51465,375,D
51466,51466,381,D
51467,51467,371,D
51501,51503,381,D
51510,51510,381,D
51519,51519,381,D
51520,51520,375,D
51521,51521,381,D
51523,51523,381,D
51525,51527,381,D
51528,51529,371,D
51530,51531,381,D
51532,51533,371,D
51534,51534,381,D
51535,51535,371,D
51536,51537,381,D
51540,51540,381,D
51541,51541,371,D
51542,51542,381,D
51543,51544,371,D
51545,51546,381,D
51548,51551,381,D
51553,51553,371,D
51554,51566,381,D
51570,51573,381,D
51574,51575,371,D
51576,51576,381,D
51577,51577,371,D
51578,51579,381,D
51591,51591,381,D
51601,51601,381,D
51603,51603,381,D
51630,51630,371,D
51631,51632,381,D
51636,51637,371,D
51638,51638,381,D
51639,51639,371,D
51640,51640,381,D
51645,51645,381,D
51646,51647,371,D
51648,51649,381,D
51650,51650,371,D
51651,51654,381,D
51655,51656,371,D
52001,52004,382,D
52030,52030,371,D
52031,52033,382,D
52035,52035,371,D
52036,52036,382,D
52037,52038,371,D
52039,52041,382,D
52042,52044,371,D
52045,52046,382,D
52047,52051,371,D
52052,52053,382,D
52054,52055,371,D
52056,52057,382,D
52060,52060,371,D
52064,52064,371,D
52065,52065,382,D
52068,52068,382,D
52069,52070,371,D
52071,52071,382,D
52072,52072,371,D
52073,52073,382,D
52074,52077,371,D
52078,52078,382,D
52079,52079,371,D
52101,52101,378,D
52130,52135,371,D
52136,52136,378,D
52140,52141,371,D
52142,52142,378,D
52143,52144,371,D
52146,52146,371,D
52147,52147,378,D
52149,52151,371,D
52154,52156,371,D
52157,52159,382,D
52160,52161,371,D
52162,52162,382,D
52163,52163,371,D
52164,52164,378,D
52165,52172,371,D
52175,52175,378,D
52201,52201,387,D
52202,52206,377,D
52207,52207,371,D
52208,52209,377,D
52210,52210,371,D
52211,52211,376,D
52212,52212,371,D
52213,52213,377,D
52214,52219,371,D
52220,52220,377,D
52222,52222,371,D
52223,52223,382,D
52224,52226,371,D
52227,52228,377,D
52229,52229,371,D
52231,52232,371,D
52233,52233,377,D
52235,52236,377,D
52237,52237,382,D
52240,52242,377,D
52244,52247,377,D
52248,52252,371,D
52253,52253,377,D
52254,52255,371,D
52257,52257,371,D
52301,52302,377,D
52305,52306,371,D
52307,52307,377,D
52309,52309,371,D
52310,52310,382,D
52312,52313,371,D
52314,52315,377,D
52316,52316,371,D
52317,52319,377,D
52320,52321,371,D
52322,52322,377,D
52323,52323,371,D
52324,52324,377,D
52325,52325,371,D
52326,52326,378,D
52327,52328,377,D
52329,52329,378,D
52330,52330,377,D
52331,52331,371,D
52332,52334,377,D
52335,52335,371,D
52336,52336,377,D
52337,52337,371,D
52338,52338,377,D
52339,52339,376,D
52340,52341,377,D
52342,52342,376,D
52344,52344,371,D
52345,52345,377,D
52346,52346,371,D
52347,52347,376,D
52348,52350,371,D
52351,52351,377,D
52352,52352,371,D
52353,52353,387,D
52354,52354,377,D
52355,52356,371,D
52357,52358,377,D
52359,52359,371,D
52361,52361,377,D
52362,52362,371,D
52401,52499,377,D
52501,52501,386,D
52530,52531,386,D
52533,52538,386,D
52540,52540,386,D
52542,52544,386,D
52548,52556,386,D
52560,52563,386,D
52565,52572,386,D
52573,52573,371,D
52574,52577,386,D
52580,52581,386,D
52583,52586,386,D
52588,52588,386,D
52590,52591,386,D
52593,52595,386,D
52601,52601,387,D
52619,52619,387,D
52620,52620,386,D
52621,52621,387,D
52623,52627,387,D
52630,52632,387,D
52635,52635,386,D
52637,52642,387,D
52644,52650,387,D
52651,52651,386,D
52652,52660,387,D
52701,52701,371,D
52720,52722,371,D
52725,52732,371,D
52737,52739,371,D
52742,52742,371,D
52745,52761,371,D
52765,52769,371,D
52771,52774,371,D
52776,52778,371,D
52801,52899,371,D
53001,53001,393,D
53002,53005,313,D
53006,53006,392,D
53007,53008,313,D
53009,53010,392,D
53011,53011,393,D
53012,53012,313,D
53013,53015,393,D
53016,53018,313,D
53019,53019,392,D
53020,53020,393,D
53021,53022,313,D
53023,53023,393,D
53024,53024,313,D
53026,53026,393,D
53027,53027,313,D
53029,53029,313,D
53031,53031,393,D
53032,53032,392,D
53033,53033,313,D
53034,53035,392,D
53036,53038,313,D
53039,53039,392,D
53040,53040,313,D
53042,53042,393,D
53044,53044,393,D
53045,53047,313,D
53048,53050,392,D
53051,53052,313,D
53056,53056,313,D
53057,53057,392,D
53058,53058,313,D
53059,53059,392,D
53060,53060,313,D
53061,53061,393,D
53063,53063,393,D
53064,53064,313,D
53065,53065,392,D
53066,53066,313,D
53069,53069,313,D
53070,53070,393,D
53072,53072,313,D
53073,53073,393,D
53074,53078,313,D
53079,53079,392,D
53080,53080,313,D
53081,53083,393,D
53085,53085,393,D
53086,53086,313,D
53088,53088,392,D
53089,53090,313,D
53091,53091,392,D
53092,53092,313,D
53093,53093,393,D
53094,53095,313,D
53097,53098,313,D
53099,53099,392,D
53101,53105,313,D
53108,53110,313,D
53114,53115,319,D
53118,53122,313,D
53125,53125,354,D
53126,53127,313,D
53128,53128,354,D
53129,53130,313,D
53132,53132,313,D
53137,53144,313,D
53146,53146,313,D
53147,53147,354,D
53148,53154,313,D
53156,53159,313,D
53167,53168,313,D
53170,53172,313,D
53176,53179,313,D
53181,53183,313,D
53184,53184,354,D
53185,53190,313,D
53191,53191,354,D
53192,53194,313,D
53195,53195,354,D
53201,53299,313,D
53401,53499,313,D
53501,53502,319,D
53503,53503,394,D
53504,53505,319,D
53506,53508,394,D
53510,53510,394,D
53511,53512,319,D
53515,53517,394,D
53518,53518,392,D
53520,53520,319,D
53521,53521,394,D
53522,53522,319,D
53523,53523,394,D
53525,53525,319,D
53526,53535,394,D
53536,53536,319,D
53537,53537,319,I
53538,53538,313,D
53540,53541,394,D
53542,53542,319,I
53543,53544,394,D
53545,53547,319,D
53549,53549,313,D
53550,53550,319,I
53551,53551,313,D
53553,53556,394,D
53557,53557,313,D
53558,53560,394,D
53561,53561,306,D
53562,53562,394,D
53563,53563,319,D
53565,53565,394,D
53566,53566,319,D
53569,53569,394,D
53570,53570,319,I
53571,53573,394,D
53574,53574,319,I
53575,53575,394,D
53576,53576,319,I
53577,53578,306,D
53579,53579,313,D
53580,53582,394,D
53583,53583,306,D
53584,53584,394,D
53585,53585,319,D
53586,53590,394,D
53593,53595,394,D
53597,53599,394,D
53701,53799,394,D
53801,53813,394,D
53816,53817,394,D
53818,53818,382,D
53820,53820,394,D
53821,53821,382,D
53824,53825,394,D
53826,53826,392,D
53827,53827,394,D
53901,53901,306,D
53910,53910,392,D
53911,53912,394,D
53913,53913,306,D
53916,53916,392,D
53919,53922,392,D
53923,53923,394,D
53924,53924,392,D
53925,53925,394,D
53926,53927,392,D
53928,53928,394,D
53929,53929,306,D
53930,53931,392,D
53932,53932,394,D
53933,53934,392,D
53935,53935,394,D
53936,53937,392,D
53939,53939,392,D
53940,53941,306,D
53942,53947,392,D
53948,53948,306,D
53949,53949,392,D
53950,53951,306,D
53952,53953,392,D
53954,53954,306,D
53955,53956,394,D
53959,53959,306,D
53960,53960,394,D
53961,53961,392,D
53962,53962,306,D
53963,53964,392,D
53965,53965,306,D
53968,53968,306,D
53969,53969,394,D
54001,54001,392,D
54002,54003,385,D
54004,54008,392,D
54009,54009,385,D
54011,54011,385,D
54012,54013,392,D
54014,54014,388,D
54015,54017,385,D
54020,54025,385,D
54026,54027,392,D
54028,54028,385,D
54082,54082,392,D
54101,54104,392,D
54106,54106,392,D
54107,54108,390,D
54110,54110,393,D
54111,54111,392,D
54112,54112,337,D
54113,54113,392,D
54114,54114,337,D
54115,54115,390,D
54119,54120,392,D
54121,54121,337,D
54123,54123,393,D
54124,54124,337,D
54125,54125,392,D
54126,54126,390,D
54127,54127,392,D
54128,54128,390,D
54129,54131,392,D
54135,54135,390,D
54136,54136,392,D
54137,54137,390,D
54138,54138,392,D
54139,54139,337,D
54140,54141,392,D
54143,54143,337,D
54148,54150,392,D
54151,54151,337,D
54152,54152,390,D
54153,54154,337,D
54155,54155,390,D
54156,54156,392,D
54157,54157,337,D
54159,54159,337,D
54160,54160,393,D
54161,54161,337,D
54162,54162,390,D
54164,54164,392,D
54165,54166,390,D
54169,54171,392,D
54172,54172,337,D
54173,54173,390,D
54174,54174,337,D
54175,54175,392,D
54177,54177,392,D
54180,54180,392,D
54182,54182,390,D
54201,54202,390,D
54203,54203,393,D
54204,54205,390,D
54206,54207,393,D
54208,54213,390,D
54214,54214,393,D
54215,54217,390,D
54220,54221,393,D
54226,54227,390,D
54228,54228,393,D
54229,54229,390,D
54230,54230,393,D
54231,54231,390,D
54232,54232,393,D
54234,54235,390,D
54240,54241,393,D
54245,54245,393,D
54246,54246,392,D
54247,54247,393,D
54301,54399,390,D
54401,54403,307,D
54405,54407,307,D
54408,54408,392,D
54409,54409,307,D
54410,54411,392,D
54412,54412,307,D
54413,54414,392,D
54415,54415,307,D
54416,54416,392,D
54417,54417,307,D
54418,54418,392,D
54420,54420,392,D
54421,54421,307,D
54422,54422,392,D
54423,54423,307,D
54424,54424,392,D
54425,54426,307,D
54427,54428,392,D
54431,54433,392,D
54435,54437,392,D
54440,54442,392,D
54443,54443,307,D
54446,54447,392,D
54448,54449,307,D
54450,54450,392,D
54451,54452,307,D
54453,54454,392,D
54455,54455,307,D
54456,54456,392,D
54457,54457,307,D
54458,54459,392,D
54460,54460,307,D
54462,54466,392,D
54467,54467,307,D
54469,54469,307,D
54470,54471,392,D
54473,54473,392,D
54474,54474,307,D
54475,54475,392,D
54476,54476,307,D
54479,54479,307,D
54480,54480,392,D
54481,54481,307,D
54484,54484,307,D
54485,54486,392,D
54487,54487,307,D
54488,54488,392,D
54489,54489,307,D
54490,54491,392,D
54493,54493,392,D
54494,54495,307,D
54498,54498,392,D
54499,54499,307,D
54501,54501,307,D
54511,54515,392,D
54517,54517,392,D
54519,54521,392,D
54524,54525,392,D
54526,54526,336,D
54527,54532,392,D
54534,54534,392,D
54536,54536,392,D
54538,54543,392,D
54545,54550,392,D
54552,54552,392,D
54554,54554,392,D
54555,54556,307,D
54557,54562,392,D
54563,54563,336,D
